TCGA-2H-A9GJ-01A-11R-A37I-31	TCGA-IC-A6RF-01A-13R-A336-31	TCGA-IG-A5B8-01A-11R-A28J-31	TCGA-JY-A6F8-01A-11R-A336-31	TCGA-JY-A6FB-01A-11R-A336-31	TCGA-JY-A93F-01A-21R-A37I-31	TCGA-KH-A6WC-01A-11R-A336-31	TCGA-L5-A43E-01A-11R-A24K-31	TCGA-L5-A4OG-01A-11R-A260-31	TCGA-L5-A4OH-01A-11R-A260-31	TCGA-L5-A4OJ-01A-11R-A260-31	TCGA-L5-A4OM-01A-11R-A260-31	TCGA-L5-A4OP-01A-11R-A260-31	TCGA-L5-A4OR-01A-11R-A260-31	TCGA-L5-A88S-01A-11R-A36D-31	TCGA-L5-A893-01A-11R-A36D-31	TCGA-L5-A8NW-01A-11R-A37I-31	TCGA-S8-A6BW-01A-11R-A31P-31	TCGA-V5-A7RE-01A-11R-A354-31
SNORD115-13|100033450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-14|100033451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-16|100033454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-17|100033455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-1|338433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-20|100033460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-22|100033799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-25|100033801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-26|100033802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-2|100033437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-30|100033804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-31|100033805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-32|100033806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-33|100033807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-35|100033809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-37|100033811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-38|100033812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-39|100033813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-3|100033440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-40|100033814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-41|100033815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-44|100033818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-48|100033822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-4|100033441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-5|100033442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-6|100033443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-7|100033444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-8|100033445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-9|100033446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-10|100033422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-11|100033423	0	0	0	0	0	0	0.0573	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-12|100033424	0.104	0	0	0	0	0	0.0685	0	0	0	0	0	0	0	0	0.0433	0	0	0
SNORD116-13|100033425	0.267	0.0782	0	0	0	0	0	0	0.1322	0	0	0	0	0	0	0	0.0402	0	0.0401
SNORD116-14|100033426	0.2646	0.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-15|100033427	0.1953	0	0	0	0	0	0	0	0.0707	0	0	0	0	0	0	0	0	0	0
SNORD116-16|100033428	0.2654	0.1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0951	0	0.0967	0
SNORD116-18|100033430	0	0	0	0	0	0.0192	0.0586	0	0.0314	0	0	0	0	0	0	0	0	0	0
SNORD116-19|727708	0.315	0	0	0	0	0	0	0	0	0.0448	0	0	0	0	0	0	0	0	0
SNORD116-1|100033413	1.0997	0.0334	0	0	0	0	0	0	0.0316	0	0	0	0	0	0.187	0	0.0703	0	0
SNORD116-20|100033431	1.5085	0.346	0.0122	0.0091	0.0715	0	0.0717	0.0346	0.0385	0.0413	0.0231	0.0313	0.0444	0.0291	0.5135	0.0968	0.1365	0.0332	0
SNORD116-22|100033433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-23|100033434	0.5899	0.0895	0	0	0.0061	0	0.1087	0.1819	0	0	0	0	0	0	0	0	0	0	0
SNORD116-24|100033435	1.3159	0.1148	0	0	0	0.1316	0.1738	0	0.142	0	0	0	0	0	0.0455	0.3285	0.3381	0.0709	0.0524
SNORD116-25|100033436	0.2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-26|100033438	0.1579	0	0	0	0	0	0	0.0244	0.0796	0	0	0.0737	0	0	0	0	0	0	0
SNORD116-27|100033439	0.1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-28|100033820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-29|100033821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-2|100033414	0.7131	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0.1322	0	0	0	0
SNORD116-3|100033415	0.0672	0.1031	0	0	0	0	0	0	0	0	0	0	0	0	0.199	0	0	0	0
SNORD116-4|100033416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-5|100033417	0.1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-8|100033420	0.1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2577	0	0	0	0
SNORD117|692233	0.8289	0.4739	0.4094	0.2675	0.3889	0.4441	0.088	1.3418	0.9672	1.5794	0.6847	2.7273	0.8518	0.9077	0.9936	1.0154	1.6808	0.237	0.6064
SNORD119|100113378	0.6254	0.6462	0.2815	0.2622	0.9147	0.2684	0.4746	1.3953	0.8265	2.7338	0.9568	0.6753	2.0574	0.9477	0.6949	1.1846	0.9982	0.1681	0.5925
SNORD11B|100113392	0.6477	0.0213	0	0.0638	0.276	1.0521	0.068	0.419	0.1362	1.0363	0.1576	0.3252	0.7546	0.3801	0.3551	0.2401	0.3464	0.2395	0.7168
SNORD11|692058	0.616	0.4138	0.0117	0.0851	0.8358	0.8629	0.2277	1.9814	0.6412	1.8554	0.1259	0.536	1.2529	0.6446	1.3015	0.3164	0.858	0.6296	1.281
SNORD121A|100113379	0.1952	0	0.0665	0.2617	0.1785	0.5408	0.1381	0.1869	0.369	1.2877	0.3213	0.104	0.1607	0.1041	0.363	0.5726	0.2929	1.7113	0.1441
SNORD121B|100113385	0.8207	0.6343	0.4558	1.4573	0.7272	0.4368	0.444	1.5984	1.5585	4.1999	1.4396	1.0942	1.1582	1.3042	0.3468	0.9611	2.0578	6.6293	0.6638
SNORD123|100113384	0	0	0.3931	0	0.4489	0.2342	0.4368	0.0379	0.262	0.1683	0.7839	0.4295	1.6952	1.4279	0.2841	0.1387	0.822	0.0651	0.2972
SNORD124|100113390	1.1439	0.4692	0.6434	0.4174	7.4731	0.5938	0.8101	2.7782	2.2316	1.2972	1.7651	2.6164	3.4913	1.5396	0.4384	1.5585	2.4261	0.5021	4.8541
SNORD125|100113380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD126|100113391	0.1443	0	0.0765	0	0	0.2663	0	0.1105	0.2282	0.0926	0	0.0964	0.0721	0.0617	0	0	0.0682	0	0.079
SNORD127|100113389	0.2206	0.2214	0.1185	0.0569	0.0723	0.8528	0	0.6528	0.2831	0.3649	0.2419	0.3774	0.3058	0.5549	0.0314	0.0766	0.6101	0.3945	0.7736
SNORD12B|100113393	4.3496	2.1437	0.2859	0.9528	0.6983	4.1558	0.8756	3.6948	1.6563	6.0255	2.1743	2.0748	4.2077	2.607	0.7898	1.7099	4.4531	1.0226	2.1076
SNORD12C|26765	1.8844	1.387	0.2041	0.6044	0.2074	2.0166	0.2813	1.6837	1.2634	3.8657	0.3556	1.0146	1.0315	0.355	0.4181	0.8617	3.158	0.6394	0.1917
SNORD12|692057	5.2057	2.4902	0.8806	1.967	1.8583	2.4954	0.9361	3.5637	2.5409	12.4277	1.9102	3.8553	6.457	2.0346	1.9905	1.7876	6.2923	0.8697	2.3283
SNORD15A|6079	0.7588	0.5619	0.515	0.5756	0.4874	0.7521	0.0435	1.2938	0.5603	1.5413	0.4018	0.022	0.6049	0.4	0.0814	0.399	0.5234	0.1522	0.3682
SNORD15B|114599	1.5475	0.1941	0.9587	1.2877	0.9098	1.2406	0.2658	1.7307	1.1974	3.9877	1.0169	0.5222	0.5962	0.794	0.8029	0.6532	1.0852	0.2003	0.5395
SNORD16|595097	4.0722	1.7585	0.1839	2.1875	3.1174	0.3882	0.8412	3.5672	1.8996	1.8194	1.8721	1.9969	2.3396	4.1996	1.1334	1.6599	3.8788	1.3683	0.7543
SNORD17|692086	1.4871	1.7611	3.0627	4.4763	2.6256	2.196	1.7094	2.8159	6.9537	4.3949	3.3319	4.5022	4.5736	2.3186	5.372	5.2909	7.7997	0.6589	3.6248
SNORD18A|595098	2.3636	0.3774	0.2585	0.843	1.5039	0.3153	0.3148	1.176	1.505	1.1836	1.3714	1.0118	2.9383	1.9312	0.3164	0.2998	1.6456	0.7964	0.4058
SNORD18B|595099	1.1041	0.7983	0.8402	0.8518	1.8454	1.8465	0.4138	2.2824	0.4599	1.8795	0.6832	0.8332	1.9428	1.5816	0.1277	0.6304	2.6337	0.8523	0.3385
SNORD18C|595100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD19B|100113381	3.2134	2.8961	0.3117	1.8842	2.681	3.0059	0.9951	9.1723	3.8993	6.151	1.0154	3.389	2.997	6.3399	2.1686	1.6956	5.355	1.6253	3.03
SNORD19|692089	2.9835	0.6786	0.4631	0.5779	1.1865	1.6013	0.4919	2.5948	2.5527	2.8677	1.4645	1.9276	2.4742	3.2465	0.6749	1.5929	4.1519	0.9314	1.1736
SNORD1A|677848	1.7776	1.1676	0.8542	0.2351	0.6238	1.8001	0.1138	0.8398	0.3147	1.066	0.455	1.1749	0.4982	0.1763	0.2538	0.4885	2.0491	0.3134	0.1322
SNORD1B|677849	1.2154	1.2133	0.5994	0.3398	0.9212	0.754	0.3628	1.486	0.4408	0.8438	0.3383	1.8211	1.8392	0.5305	0.5016	0.3981	1.4469	0.6335	0.1921
SNORD1C|677850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD20|6082	2.0431	0.4039	0.1438	0.4033	0.6521	0.5067	0.0155	1.8592	1.4831	3.6136	0.5075	1.421	1.8493	1.2267	0.3222	0.6215	1.5647	0.2479	0.4773
SNORD21|6083	1.5655	1.2649	0.3211	0.176	0.7541	2.4852	0.6574	2.8434	0.7276	3.4253	1.155	2.2701	3.7491	1.1516	0.2495	0.709	3.546	0.9295	0.5087
SNORD22|9304	3.911	5.4556	3.0551	3.096	5.9794	5.6704	2.3963	8.3725	5.6917	9.5503	7.9472	11.43	3.9461	5.6725	0.8694	3.2694	5.5777	2.6371	5.3278
SNORD23|692091	1.422	1.072	1.4754	3.1609	3.2744	2.9755	0.8469	1.4555	1.4942	5.277	1.6766	1.3778	0.9206	2.4315	2.248	0.9395	1.095	1.4217	2.7119
SNORD24|26820	3.7576	1.7435	0.6056	1.6434	2.8512	0.8417	0.9236	3.7031	1.8516	2.8961	2.2646	1.2296	1.7163	1.7842	0.5803	2.2387	3.195	1.3779	0.514
SNORD25|9303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD26|9302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD27|9301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD28|9300	6.389	3.9125	1.2808	3.8807	6.5945	4.3297	1.6276	9.7142	5.6242	12.3072	6.9243	11.0229	3.2101	5.1855	1.9223	2.5931	5.8565	2.4825	3.706
SNORD29|9297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD2|619567	16.3166	10.1242	1.5485	2.4751	7.8354	2.2146	2.2275	16.1891	5.8162	8.0251	6.9941	24.651	10.7684	9.8949	3.192	6.1437	9.3018	8.4738	4.7543
SNORD30|9299	3.0996	3.8713	1.5832	1.8171	4.1968	1.9029	2.0834	5.7627	2.6518	3.8873	4.3043	7.9324	1.8487	2.8746	1.5007	2.3405	3.7163	2.194	3.2161
SNORD31|9298	0	0	0	0	0	0	0	0	0	0	0.0363	0	0.0348	0.0984	0	0	0	0	0
SNORD32A|26819	5.9691	3.5405	1.9524	4.9777	3.3688	5.396	2.3854	3.5819	5.0151	7.4175	3.2603	2.4396	2.2864	3.6237	1.8387	3.4091	5.7804	2.3385	4.1293
SNORD32B|692092	0	0	0	0	0.0957	0	0	0	0	0	0	0	0.0223	0.0663	0	0	0.1113	0	0
SNORD33|26818	2.8683	1.2891	1.0899	2.4307	1.5563	3.2781	0.54	2.7344	2.0944	5.802	2.1049	1.7206	0.8164	2.1181	0.5134	1.6643	3.6985	0.7055	0.914
SNORD34|26817	7.4801	3.2583	2.8019	4.9653	3.0068	4.587	1.3609	5.4385	3.8396	11.1546	4.6875	2.8372	3.1871	3.9202	1.2247	3.0917	8.2695	2.1258	3.1498
SNORD35A|26816	5.348	2.606	2.0069	3.514	3.079	3.0279	0.7234	5.0723	2.9789	8.786	3.4952	4.4918	2.0284	3.1548	1.101	2.8497	6.3613	1.1472	4.1007
SNORD35B|84546	5.1734	2.8622	3.4412	4.9369	4.0134	3.6762	2.4582	6.3444	7.0598	13.3862	4.8115	2.9681	3.0467	3.6356	3.152	7.1942	7.5393	1.9381	2.8292
SNORD36A|26815	12.6678	10.5703	11.3724	11.8315	15.9362	8.6313	5.2246	17.6461	9.5524	27.4328	10.2746	7.4611	10.0688	11.8162	3.8626	8.9157	9.8298	9.4709	6.2969
SNORD36B|26814	2.4804	2.5113	0.468	1.8296	3.1579	1.9003	1.0148	3.5349	1.9991	4.8066	2.5925	2.385	2.1881	2.4643	0.416	1.2049	3.9158	1.1017	1.6768
SNORD36C|26813	3.9212	3.8865	2.6663	3.2129	5.8972	5.2492	1.3202	9.9976	5.3763	10.2259	5.5778	4.1605	5.2779	5.8801	3.6984	4.2772	7.2568	3.3981	3.1785
SNORD37|26812	0.8648	0.2819	0	0.2184	0.9596	0.4906	0.0816	1.2214	0.5945	1.2854	1.1708	0.9779	0.7063	1.5842	0.367	0.5078	0.8425	0.1394	0.2097
SNORD38A|94162	2.666	2.5849	1.9074	2.307	1.0684	3.8357	1.4255	4.6967	1.562	4.1782	3.116	3.468	3.3272	1.9573	0.52	1.9771	2.9492	0.4027	1.0093
SNORD38B|94163	2.8656	1.9316	4.205	6.7275	2.6054	3.1354	1.3555	5.2565	3.2899	7.008	3.3286	6.1766	6.9795	2.824	2.0425	3.169	4.2797	1.5256	2.8007
SNORD41|26810	0.2453	0.4077	0.1006	0.0105	0.7974	0.2073	0.1229	0.69	0.3542	1.1287	0.482	1.7252	0.0951	0.7818	0.1999	0.1368	0.4328	0.0598	0.9689
SNORD42A|26809	0.7391	0.207	0.3977	0.4531	1.5494	1.4559	0.4716	3.3284	0.8283	2.6726	0.5356	0.7812	0.8805	0.3015	0.8121	0.5333	0.6416	0.3961	1.0765
SNORD42B|26808	1.6938	1.3844	0.1864	0.6723	1.1376	1.1908	0.6957	2.8209	0.8341	2.8488	0.973	2.221	1.1917	1.0595	0.4775	0.9803	0.9145	1.0458	0.3558
SNORD43|26807	0.6018	0.8244	0.3809	0	0.763	0.9752	0.2526	0.5846	0.2862	0.6477	0.9454	0.9897	2.3685	0.3836	0.1504	0.9319	1.4879	0.3527	0.2326
SNORD44|26806	10.2315	7.7616	4.2378	1.5351	8.9961	5.4614	1.6307	9.8753	6.5825	15.8226	12.2634	11.65	9.233	8.1268	1.0363	3.9614	6.1187	4.4746	5.4178
SNORD45A|26805	2.167	1.4668	0.1919	0.0945	1.5634	3.1705	0.7259	2.9033	1.9456	3.4054	1.5343	3.7719	3.5592	1.7622	0.7016	1.8307	2.5314	0.9752	0.8117
SNORD45B|26804	4.745	4.1553	0.9286	0.6884	2.2689	3.8406	1.3993	7.9354	2.4875	7.4119	4.9454	6.591	5.903	3.3833	2.005	4.2767	5.6181	2.2593	1.4573
SNORD45C|692085	2.2768	1.3717	0.3222	0.898	1.9772	3.0874	0.4754	4.2358	1.9997	2.9785	1.5919	4.0621	3.4898	1.8491	0.0349	0.7448	2.1906	0.5982	0.5351
SNORD46|94161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD47|26802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD48|26801	5.9545	1.948	2.5725	1.4332	1.9535	2.7201	0.2602	3.7118	1.5856	6.716	3.1508	5.1313	2.5519	1.8606	1.6414	1.7594	1.9612	0.8538	1.67
SNORD49A|26800	5.4467	6.4334	0.967	4.6695	7.1313	7.7804	3.7942	10.2627	4.9773	10.232	15.7977	4.8015	9.2118	7.3765	4.8	6.2325	4.6277	2.0459	6.6387
SNORD49B|692087	31.8701	36.9318	19.44	89.9564	27.6883	21.3618	26.5772	62.0512	67.0411	69.9471	63.9547	43.9128	19.6414	57.0578	16.9121	23.7363	19.4009	19.3581	33.8519
SNORD4A|26773	1.6821	1.5403	0.5972	0.8297	2.0277	2.0052	0.9466	7.8774	1.8597	8.1895	1.664	2.6931	1.0984	1.1021	0.7466	1.8321	1.4912	1.4253	1.6857
SNORD4B|26772	2.5159	1.8145	0.8756	2.7362	3.7301	1.8813	0.9042	5.8532	1.9024	8.4044	2.4893	1.7843	2.0447	1.9078	1.3583	1.9703	2.3527	0.9804	2.351
SNORD50A|26799	0.4392	0.6612	1.7713	2.0691	0.5763	4.072	1.2974	3.2233	1.189	2.1987	1.4992	1.8126	1.9561	1.1864	1.6632	1.3886	2.1567	0.4076	1.3178
SNORD50B|692088	2.5221	2.2483	3.5023	2.1976	1.8708	6.6034	0.9477	7.2925	2.1033	3.198	3.9023	2.7484	5.6313	1.9959	3.377	1.741	4.6372	1.1475	2.7667
SNORD51|26798	1.4721	0.6668	0.4445	1.287	0.9723	1.3987	0.6128	1.7768	1.0931	3.3596	1.5389	0.4873	1.1455	1.1997	0.2221	0.6931	2.1276	0.4305	0.8167
SNORD52|26797	7.3599	3.5835	3.2219	3.7866	1.892	3.795	0.9556	7.8336	1.8574	8.9265	4.4185	6.5847	4.0762	2.9073	1.7143	3.131	2.2132	1.6448	3.4384
SNORD53|26796	0.2289	0	0	0.3415	0.1328	0.4249	0	0.2463	0.7505	0.0848	0.0292	0.3433	0.8175	0.0575	0.1432	0.0882	0.3729	0.0689	0.0124
SNORD54|26795	1.7437	2.0693	1.6257	2.1102	1.955	5.3453	0.9423	10.4275	1.1595	2.9244	1.8347	3.8362	4.1191	2.4022	1.5893	2.4422	2.4807	0.6129	2.7477
SNORD55|26811	2.813	2.9355	1.0342	3.8692	1.2253	1.5552	0.6232	2.9122	1.0879	2.0274	1.7735	3.8597	2.85	3.4815	1.7434	2.1008	2.2424	1.1427	0.9997
SNORD56B|319139	0.1585	0	0	0	0	0.098	0	0.1168	0	0.1859	0.5598	0.1507	0.2504	0.0467	0	0.6216	0.0532	0.1249	0.3756
SNORD56|26793	0.0928	0.2061	0.4051	0	0.0272	0	0.0418	0.13	0.341	0.034	0	0	0	0.332	0	0	0.0827	0.0303	0
SNORD57|26792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD58A|26791	1.3701	2.9335	1.2962	1.8807	4.3611	4.2493	1.2009	10.5459	2.1729	6.2952	1.8695	4.5087	2.6985	2.6618	2.0386	2.1596	3.8703	2.0009	3.5237
SNORD58C|100124516	2.0078	4.87	1.7032	3.08	5.2068	4.3715	2.1486	13.2896	1.5931	7.981	4.5391	5.5666	6.4006	2.3363	0.6462	2.1325	7.7131	2.8455	1.9934
SNORD59A|26789	1.8349	2.1195	1.0184	0.7297	2.0811	1.4761	0.9896	2.7936	4.3035	2.6077	2.7001	3.3428	1.3501	3.3565	2.0915	1.1534	3.4299	1.6313	0.9922
SNORD59B|692090	0.5014	1.7832	0.4562	0.2515	2.4695	0.7329	0.8121	3.474	2.25	1.679	1.9987	3.2272	1.8939	2.5082	0.6787	1.4003	3.3219	1.7451	0.7951
SNORD5|692072	0	0	0	0	0	0	0	0	0.1417	0	0	0	0	0	0	0	0	0	0
SNORD60|26788	1.9006	4.3674	4.1159	3.8119	4.5396	3.4685	1.7332	3.134	2.0533	2.7707	3.3666	2.486	3.2498	0.8438	3.513	1.9653	1.3651	1.2948	1.3453
SNORD61|26787	0.2353	0.2385	0	0	0.0657	0.4765	0.0814	0.3782	0.0768	0.4414	0.1988	0.5712	0.1627	0.2876	0	0.0918	0.293	0.2596	0.3266
SNORD62A|26786	1.7035	2.8485	0.9004	1.5111	2.9092	3.0399	1.1538	4.2662	3.6213	7.0465	1.8394	6.8953	7.1214	3.5096	0.3811	3.2914	5.4142	2.7953	2.3937
SNORD63|26785	1.7777	0.5491	0.5021	0.3304	0.4831	1.6823	0.2503	1.7612	1.9029	1.7415	0.7916	2.0874	1.9061	0.7591	0.0667	0.9494	1.0757	0.8879	2.3858
SNORD65|692106	0.2742	0.0606	0	0	0.4274	0	0	0	0.2076	0.3238	0.2366	0	0	0.0437	0	0.0933	0.3992	0.2483	0.6174
SNORD66|692107	0	0	0	0	0	0	0.1605	0	0	0	0	0.1436	0	0	0	0	0	0	0
SNORD67|692108	0.0507	0.2463	0.4344	0.1299	0.1889	0.5292	0.1455	0.01	0.4733	0.9519	0.2479	0.5176	0.2913	0.6163	0.1167	0.2624	0.9405	0.5643	0.5562
SNORD68|606500	4.1866	4.8884	7.5603	6.2743	3.7462	6.8242	2.9403	5.5041	6.5183	9.9048	1.4565	3.4962	5.2671	2.9906	2.7184	5.2891	3.0479	2.9999	3.6823
SNORD69|692109	1.6007	1.2648	0.3932	1.5656	2.2046	1.5783	0.5531	4.8059	1.5589	3.7013	0.8754	1.5327	2.5	3.2372	0.5097	1.6033	2.9166	0.8191	2.5643
SNORD6|692075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD70|692110	1.6956	0.43	0.1354	0.4054	0.6567	1.5995	0.1522	0.8498	0.7921	1.9043	0.4516	1.2516	1.222	1.1267	1.0302	0.2019	1.3028	0.2981	1.9027
SNORD71|692111	0.3503	0	0.5519	0	0	0.5582	0.2109	0.1312	0.2265	0.6773	0.049	0.1941	0.451	0.1389	0	0.2311	0.2064	0.2434	0.1474
SNORD72|619564	0.1138	0.1159	1.1847	0.5835	0.3364	1.7209	0.1795	0.483	0.6422	1.6011	0.2761	0.9684	1.5695	1.7102	0.2898	0.3511	1.283	0.3822	0.5108
SNORD73A|8944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD74|619498	0	0.1647	0	0.0598	0	0	0	0	0.0087	0	0.1528	0.0967	0.2652	0	0.306	0.2075	0.0548	0.011	0
SNORD75|692195	0.0345	0	0.135	0	0	0	0	0	0	0.1157	0	0.2975	0.0606	0.5043	0	0	0	0	0
SNORD76|692196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD77|692197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD78|692198	0	0.3339	0.102	0	0	0.1892	0.1391	0.14	0.1173	0.0934	0	0.1718	0	0.0671	0	0.2903	0.4225	0.2866	0
SNORD79|26770	14.6765	11.4393	8.5799	6.0645	12.2491	16.2808	3.7882	19.7981	13.5267	25.872	21.2471	19.5795	26.1544	12.2488	4.991	6.7349	13.9153	7.6882	9.9376
SNORD7|692076	0.3236	0.0464	0.3371	0.7639	0.484	0.4241	0.1021	1.8938	0.5725	0.5692	0.919	0.7063	0.8493	1.2846	0.1442	0.1053	0.2498	0.3617	1.8025
SNORD80|26774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD81|26769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486	0
SNORD82|25826	0.3435	0.0168	0	0.1959	0.6078	0.1878	0.2072	0.1721	0.346	0.7693	0.3202	0.2737	0.6746	0.3234	0.5475	0.0351	0.413	0.0521	0.9082
SNORD84|692199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD85|692200	0.1579	0.0327	0	0.0631	0.2567	0	0	0.1288	0.0193	0.3115	0.1563	0.1166	0.5465	0.1972	0	0.0628	0.0225	0.1535	0.1014
SNORD86|692201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD87|641648	3.6166	3.1885	3.239	11.9438	2.9012	7.5363	1.936	22.2164	4.8871	5.3889	4.985	8.6413	10.1685	3.8461	1.4112	5.0402	9.8976	3.9401	6.0589
SNORD88A|692202	0.6327	0.4566	0.6399	0.4325	0.2479	1.4131	0.097	0.5878	0.4105	1.778	0.2646	1.3531	0.2116	0.7101	0.2404	1.0226	0.3805	0.2272	0.7619
SNORD88B|692203	3.2564	3.206	1.3017	4.2143	4.0954	4.2508	0.7958	3.3162	1.723	10.7974	3.118	4.8765	0.9569	2.9701	1.0136	2.6828	2.4523	3.1007	6.4503
SNORD88C|692204	0.8326	1.0723	0.8077	1.7618	1.5139	1.7256	0.3312	1.2523	1.3066	3.0071	0.9462	1.932	0.6971	1.2021	0.247	1.4833	1.7594	1.108	1.3334
SNORD89|692205	2.789	4.4511	2.9967	1.4679	3.3002	4.2799	2.6438	6.8198	3.1597	5.0299	2.7088	3.6618	6.8483	1.6705	1.9134	2.4725	4.3218	3.2418	3.9001
SNORD8|319103	0	0.0638	0.1576	0.0517	0.0453	0.3687	0.1136	0.5827	0.1278	0.0682	0.0131	0.1293	0.1518	0.1332	0	0.3727	0.1616	0.0601	0.228
SNORD90|692206	0.3604	0.1392	0.4959	0.1621	0.0488	0.4623	0.1018	0.3931	0.054	0.3214	0.018	0.154	0.1841	0.2734	0	0.0746	0.0801	0.1066	0.044
SNORD91A|692207	0	0.1231	0.1604	0.134	0.0397	0.5965	0.0585	0.2564	0.179	0.2472	0.1997	0.4368	0.3015	0.1321	0	0.0408	0.2443	0.1754	0.1804
SNORD91B|692208	0.266	0.0192	0	0.1355	0.4194	0.1668	0.0785	0.4682	0.2197	0.2284	0.207	0.2387	0.3025	0.2649	0.0467	0.3044	0	0.1966	0.1542
SNORD92|692209	0.1564	0	0.1565	0.0803	0	0.5491	0	0.4005	0.2617	0.0968	0.1695	0.0885	0.1049	0.1638	0	0	0.1024	0.0489	0.1238
